機関コード,コード連番,既存の識別コード,機関名,無効化フラグ,有効開始日時,有効終了日時,バージョン情報
"0220113382501700","1","20113382501700","東京都御蔵島村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220113401501700","1","20113401501700","東京都八丈町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220113402301700","1","20113402301700","東京都青ヶ島村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220113421001700","1","20113421001700","東京都小笠原村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114100301700","1","20114100301700","神奈川県横浜市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114130501700","1","20114130501700","神奈川県川崎市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114150001700","1","20114150001700","神奈川県相模原市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114201801700","1","20114201801700","神奈川県横須賀市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114203401700","1","20114203401700","神奈川県平塚市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114204201700","1","20114204201700","神奈川県鎌倉市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114205101700","1","20114205101700","神奈川県藤沢市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114206901700","1","20114206901700","神奈川県小田原市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114207701700","1","20114207701700","神奈川県茅ヶ崎市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114208501700","1","20114208501700","神奈川県逗子市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114210701700","1","20114210701700","神奈川県三浦市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114211501700","1","20114211501700","神奈川県秦野市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114212301700","1","20114212301700","神奈川県厚木市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114213101700","1","20114213101700","神奈川県大和市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114214001700","1","20114214001700","神奈川県伊勢原市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114215801700","1","20114215801700","神奈川県海老名市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114216601700","1","20114216601700","神奈川県座間市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114217401700","1","20114217401700","神奈川県南足柄市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114218201700","1","20114218201700","神奈川県綾瀬市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114301401700","1","20114301401700","神奈川県葉山町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114321901700","1","20114321901700","神奈川県寒川町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114341301700","1","20114341301700","神奈川県大磯町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114342101700","1","20114342101700","神奈川県二宮町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114361801700","1","20114361801700","神奈川県中井町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114362601700","1","20114362601700","神奈川県大井町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114363401700","1","20114363401700","神奈川県松田町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114364201700","1","20114364201700","神奈川県山北町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114366901700","1","20114366901700","神奈川県開成町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114382101700","1","20114382101700","神奈川県箱根町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114383901700","1","20114383901700","神奈川県真鶴町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114384701700","1","20114384701700","神奈川県湯河原町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114401101700","1","20114401101700","神奈川県愛川町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220114402901700","1","20114402901700","神奈川県清川村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115100901700","1","20115100901700","新潟県新潟市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115202101700","1","20115202101700","新潟県長岡市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115204801700","1","20115204801700","新潟県三条市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115205601700","1","20115205601700","新潟県柏崎市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115206401700","1","20115206401700","新潟県新発田市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115208101700","1","20115208101700","新潟県小千谷市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115209901700","1","20115209901700","新潟県加茂市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115210201700","1","20115210201700","新潟県十日町市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115211101700","1","20115211101700","新潟県見附市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115212901700","1","20115212901700","新潟県村上市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115213701700","1","20115213701700","新潟県燕市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115216101700","1","20115216101700","新潟県糸魚川市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115217001700","1","20115217001700","新潟県妙高市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115218801700","1","20115218801700","新潟県五泉市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115222601700","1","20115222601700","新潟県上越市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115223401700","1","20115223401700","新潟県阿賀野市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115224201700","1","20115224201700","新潟県佐渡市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115225101700","1","20115225101700","新潟県魚沼市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115226901700","1","20115226901700","新潟県南魚沼市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115227701700","1","20115227701700","新潟県胎内市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115307901700","1","20115307901700","新潟県聖籠町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115342701700","1","20115342701700","新潟県弥彦村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115361301700","1","20115361301700","新潟県田上町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115385101700","1","20115385101700","新潟県阿賀町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115405901700","1","20115405901700","新潟県出雲崎町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115461001700","1","20115461001700","新潟県湯沢町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115482201700","1","20115482201700","新潟県津南町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115504701700","1","20115504701700","新潟県刈羽村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115581101700","1","20115581101700","新潟県関川村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220115586101700","1","20115586101700","新潟県粟島浦村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220116201901700","1","20116201901700","富山県富山市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220116202701700","1","20116202701700","富山県高岡市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220116204301700","1","20116204301700","富山県魚津市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220116205101700","1","20116205101700","富山県氷見市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220116206001700","1","20116206001700","富山県滑川市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220116207801700","1","20116207801700","富山県黒部市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220116208601700","1","20116208601700","富山県砺波市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220116209401700","1","20116209401700","富山県小矢部市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220116210801700","1","20116210801700","富山県南砺市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220116211601700","1","20116211601700","富山県射水市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220116321001700","1","20116321001700","富山県舟橋村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220116322801700","1","20116322801700","富山県上市町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220116323601700","1","20116323601700","富山県立山町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220116342201700","1","20116342201700","富山県入善町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220116343101700","1","20116343101700","富山県朝日町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220117201401700","1","20117201401700","石川県金沢市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220117202201700","1","20117202201700","石川県七尾市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220117203101700","1","20117203101700","石川県小松市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220117204901700","1","20117204901700","石川県輪島市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220117205701700","1","20117205701700","石川県珠洲市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220117206501700","1","20117206501700","石川県加賀市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220117207301700","1","20117207301700","石川県羽咋市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220117209001700","1","20117209001700","石川県かほく市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220117210301700","1","20117210301700","石川県白山市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220117211101700","1","20117211101700","石川県能美市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220117212001700","1","20117212001700","石川県野々市市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220117324001700","1","20117324001700","石川県川北町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220117361401700","1","20117361401700","石川県津幡町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220117365701700","1","20117365701700","石川県内灘町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220117384301700","1","20117384301700","石川県志賀町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220117386001700","1","20117386001700","石川県宝達志水町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220117407601700","1","20117407601700","石川県中能登町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220117461101700","1","20117461101700","石川県穴水町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220117463701700","1","20117463701700","石川県能登町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220118201001700","1","20118201001700","福井県福井市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220118202801700","1","20118202801700","福井県敦賀市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220118204401700","1","20118204401700","福井県小浜市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220118205201700","1","20118205201700","福井県大野市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220118206101700","1","20118206101700","福井県勝山市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220118207901700","1","20118207901700","福井県鯖江市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220118208701700","1","20118208701700","福井県あわら市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220118209501700","1","20118209501700","福井県越前市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220118210901700","1","20118210901700","福井県坂井市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220118322901700","1","20118322901700","福井県永平寺町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220118382201700","1","20118382201700","福井県池田町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220118404701700","1","20118404701700","福井県南越前町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220118423301700","1","20118423301700","福井県越前町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220118442001700","1","20118442001700","福井県美浜町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220118481101700","1","20118481101700","福井県高浜町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220118483701700","1","20118483701700","福井県おおい町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220118501901700","1","20118501901700","福井県若狭町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220119201501700","1","20119201501700","山梨県甲府市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220119202301700","1","20119202301700","山梨県富士吉田市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220119204001700","1","20119204001700","山梨県都留市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220119205801700","1","20119205801700","山梨県山梨市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220119206601700","1","20119206601700","山梨県大月市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220119207401700","1","20119207401700","山梨県韮崎市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220119208201700","1","20119208201700","山梨県南アルプス市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220119209101700","1","20119209101700","山梨県北杜市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220119210401700","1","20119210401700","山梨県甲斐市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220119211201700","1","20119211201700","山梨県笛吹市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220119212101700","1","20119212101700","山梨県上野原市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220119213901700","1","20119213901700","山梨県甲州市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220119214701700","1","20119214701700","山梨県中央市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220119346101700","1","20119346101700","山梨県市川三郷町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220119364001700","1","20119364001700","山梨県早川町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220119365801700","1","20119365801700","山梨県身延町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220119366601700","1","20119366601700","山梨県南部町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220119368201700","1","20119368201700","山梨県富士川町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220119384401700","1","20119384401700","山梨県昭和町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220119422101700","1","20119422101700","山梨県道志村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220119423901700","1","20119423901700","山梨県西桂町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220119424701700","1","20119424701700","山梨県忍野村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220119425501700","1","20119425501700","山梨県山中湖村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220119429801700","1","20119429801700","山梨県鳴沢村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220119430101700","1","20119430101700","山梨県富士河口湖町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220119442501700","1","20119442501700","山梨県小菅村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
